epoch,decoded_imap_loss,decoded_mmap_loss,loss,val_decoded_imap_loss,val_decoded_mmap_loss,val_loss
0,0.015576607166602306,0.04803514786822311,0.06361175505286557,0.01217494015265437,0.033857580093504154,0.04603252031849426
1,0.01116624690217956,0.029174350788388356,0.0403405977255207,0.010286839249390133,0.027770914806468972,0.03805775390666665
2,0.010506347784677805,0.02480887779492443,0.03531522561793755,0.009521472914307152,0.023632462018901863,0.03315393480210049
3,0.008039146033735815,0.02182222476125341,0.02986137085023717,0.006053686603108077,0.019746703330825253,0.025800389933933333
4,0.0059327109312056845,0.01911577173298987,0.02504848265348422,0.005220283722523057,0.019899806857687757,0.025120090620899663
5,0.005069832305692263,0.01758302349516035,0.022652855790141275,0.0043460048590470285,0.01659004688624618,0.02093605177241911
6,0.0045172642858938,0.01630371157305437,0.02082097587642456,0.003993549180732479,0.015096888181219981,0.019090437366473444
7,0.0038842105833231753,0.015277868865134497,0.019162079450148937,0.004168204095178437,0.015107308505374251,0.01927551256438482
8,0.003595679360791391,0.014538837928261798,0.018134517268194268,0.003236549292709136,0.014109997648420265,0.017346546912873254
9,0.003292767693498341,0.013937100111878957,0.0172298678239812,0.003125529867388959,0.0136028804988103,0.01672841037976221
10,0.003302880590465867,0.013689362137301061,0.01699224270690801,0.003160950583089324,0.015127095212997163,0.018288045823212386
11,0.0029375122577632996,0.013143495259666703,0.01608100750192675,0.0030058697838046887,0.012567923982962243,0.015573793732859557
12,0.0027571408042557917,0.012644483123795461,0.01540162394919205,0.00255203161284653,0.011940934216079203,0.01449296579162762
13,0.0028167505479095275,0.012508954665652921,0.015325705220891257,0.002830060448687415,0.012308589345549495,0.015138649770501748
14,0.0027016300491573735,0.012211470667399088,0.014913100737979135,0.002661579979122481,0.012386653364355703,0.015048233331045479
15,0.002633595635345517,0.011960649130004514,0.014594244748155516,0.00241422766900974,0.011652733949781622,0.014066961612009887
16,0.00250057234247294,0.011506328553177831,0.014006900905516477,0.0024429549343287222,0.011148224150743877,0.013591179072639896
17,0.002449633322202896,0.011285386955902234,0.013735020249071767,0.0032013135021823702,0.011612720154587504,0.014814033661290858
18,0.0025426105339053035,0.011438955928336549,0.013981566448711742,0.002362496371028348,0.010992271735251528,0.013354768117582336
19,0.0024434290265384837,0.010986118760077197,0.013429547786333804,0.00263037360431536,0.01191655785134695,0.014546931486178949
20,0.0023634971055195423,0.010944015823403874,0.01330751292948717,0.0023030692618792353,0.010769891426039553,0.01307296068452805
21,0.0022984856858592456,0.010740072269118944,0.013038557956387576,0.0025394147316228997,0.010707775239371558,0.013247189989078392
22,0.0022992789903182095,0.010558705209792742,0.012857984226043662,0.0022497107625206554,0.010877388203968701,0.013127098963098618
23,0.002228058486743932,0.010418731590719403,0.012646790077463334,0.0022352258527868437,0.010592859636232691,0.012828085499191746
24,0.002340534536763304,0.010508947085688392,0.012849481607230321,0.002130618109819886,0.009946614716346691,0.012077232849901741
25,0.002266691632052437,0.010447288624328938,0.01271398025891827,0.0020222358068776795,0.01026443044374724,0.012286666247234183
26,0.0021709681197676187,0.010058765827292536,0.012229733933530045,0.0021568617424068664,0.009982126611239702,0.012138988352516323
27,0.0021147266784051467,0.009947777959150566,0.012062504650803945,0.002183120632182481,0.010051958294567263,0.012235078951615153
28,0.0021263105080510346,0.009957006045551768,0.01208331656008598,0.0022794747480996027,0.010253108947456461,0.012532583654867214
29,0.002106477726886802,0.009801096804936125,0.01190757453576921,0.0021484175943362626,0.009794658162965647,0.011943075796860514
30,0.00208984409119555,0.00979886706309623,0.011888711169795032,0.002103266669030401,0.009629956329042472,0.011733222978858694
31,0.0020828190215662593,0.009706993066405847,0.011789812079515787,0.0020328674790928663,0.009887903851899997,0.011920771299345979
32,0.0020016510951159114,0.009452881212583033,0.011454532298396993,0.00206840179015168,0.01046373978600774,0.012532141538861306
33,0.002097571798043267,0.009775201850920266,0.01187277365967487,0.0020490496439714598,0.009473742984994812,0.011522792569063241
34,0.002106181064002739,0.009692737831537934,0.011798918910198292,0.0022411554412084442,0.009800152871215228,0.012041308338419326
35,0.0020264450020380047,0.009391613249367072,0.011418058259579518,0.0021612350399452217,0.009765647369825724,0.011926882402989471
36,0.0020114367266273526,0.009304263571516293,0.011315700309418737,0.0022320658074764226,0.009745553285064339,0.011977619075587073
37,0.00209476259879804,0.00947234840369073,0.01156711102109267,0.0019581089456321547,0.009105287876558824,0.011063396867400812
38,0.0020577754192820977,0.009288533273903929,0.011346308677964653,0.0023391592187481454,0.01008791990976021,0.01242707913868057
39,0.0019585804449457488,0.00928888825438105,0.011247468708628748,0.002063692074938162,0.009072075299556974,0.011135767363192677
40,0.0019306130695988855,0.009031807994763153,0.010962421051959437,0.001920418176365998,0.00916869198740686,0.011089110123084008
41,0.0019175599210221347,0.008945487966179198,0.010863047874516855,0.0019654779349119193,0.009047573043521747,0.011013050979563913
42,0.0019057356508913254,0.008976386401116776,0.010882122022692862,0.0018468083558350946,0.008862847322146001,0.010709655651985442
43,0.0018724979715507486,0.008891313636707048,0.010763811608257796,0.0019853426860102896,0.009308029061129082,0.011293371741488142
44,0.00190622581633543,0.00894507297740902,0.010851298801637013,0.0019611140715356155,0.008860965001677136,0.010822079017830706
45,0.001880627282789162,0.008863037085661227,0.010743664349846489,0.0023827081211634633,0.010354589354427695,0.012737297443944274
46,0.001942117454103007,0.008869552956645987,0.010811670404829572,0.0020034823304458152,0.009058495305333902,0.0110619776403007
47,0.0018718051002530006,0.008791556567197201,0.01066336166857771,0.001882645267613449,0.008759407046278126,0.01064205232067305
48,0.0019126224977620504,0.00886382078909773,0.010776443278403462,0.002182080420593107,0.009485646490079975,0.011667726950231687
49,0.0018927786949138015,0.008798364115784229,0.010691142787584092,0.0017367404076334052,0.008928122356063823,0.01066486277952067
